20240509T231433|0|Firmware|07/21/23 18:56:40 2.17.4 STD IRID Final
20240509T231433|0|Username|f10469
20240509T231433|5|LOG|archived: f10469.000.20240509T231432.science_log.bin.gz
20240509T231434|5|LOG|archived: f10469.000.20240509T231432.vitals_log.bin.gz
20240509T231434|5|LOG|archived: f10469.000.20240509T231434.suna_log.txt.gz
20240509T231445|5|LOG|archived: f10469.000.20240509T231434.system_log.txt.gz
20240509T231511|5|RMC|Set Clock: 05/09/2024 23:15:11
20240509T231511|5|GPS|GPS TimeToFix: 16 secs
20240509T231511|5|GPS|GPS Skew: 2 secs
20240509T231511|5|GPS|GPS Fix: 05/09/2024 23:15:11,17.96672,68.03479,9
20240509T231512|5|GPS|time and location set
20240509T231542|5|COMMS|CSQ=5
20240509T231632|3|COMMS|GPS|attempt 1/3 failed, echo not found|<<'
[f10469@argo-server ~]$ ho "000,05/09/2024 23:15:11,17.96672,68.03479,9" >> gps_log.txt'
20240509T231647|5|get_upload_file_entries|There are 19 file(s) to be uploaded
20240509T231725|5|COMMS|uploaded: apf11.000.20240202T163930.production_log.txt.gz, 4994 bytes in 35 secs
20240509T231803|5|COMMS|uploaded: apf11.000.20240202T155300.production_log.txt.gz, 5037 bytes in 34 secs
20240509T231842|5|COMMS|uploaded: apf11.000.20240131T200924.production_log.txt.gz, 5487 bytes in 36 secs
20240509T231952|5|COMMS|uploaded: f10469.000.20240509T231432.science_log.bin.gz, 11333 bytes in 66 secs
20240509T232009|5|COMMS|uploaded: apf11.000.20240202T163930.science_log.bin.gz, 210 bytes in 12 secs
20240509T232024|5|COMMS|uploaded: apf11.000.20240202T155300.science_log.bin.gz, 468 bytes in 11 secs
20240509T232039|5|COMMS|uploaded: apf11.000.20240131T200924.science_log.bin.gz, 559 bytes in 11 secs
20240509T233004|5|COMMS|uploaded: f10469.000.20240509T231434.system_log.txt.gz, 122836 bytes in 561 secs
20240509T233030|5|COMMS|uploaded: f10469.000.20240509T231434.suna_log.txt.gz, 2573 bytes in 22 secs
20240509T233050|3|COMMS|upload of file f10469.000.20240509T231432.vitals_log.bin.gz failed.
20240509T233051|4|COMMS|transfer attempt 1/12 aborted, upload failed, connection lost
20240509T233107|5|COMMS|CSQ=5
20240509T233123|5|get_upload_file_entries|There are 10 file(s) to be uploaded
20240509T233210|5|COMMS|uploaded: f10469.000.20240509T231432.vitals_log.bin.gz, 6303 bytes in 44 secs
20240509T233229|5|COMMS|uploaded: apf11.000.20240202T163930.vitals_log.bin.gz, 152 bytes in 15 secs
20240509T233245|5|COMMS|uploaded: apf11.000.20240202T163930.suna_log.txt.gz, 208 bytes in 12 secs
20240509T233308|5|COMMS|uploaded: apf11.000.20240202T163930.system_log.txt.gz, 1141 bytes in 19 secs
20240509T233345|5|COMMS|uploaded: apf11.000.20240202T155300.system_log.txt.gz, 4205 bytes in 33 secs
20240509T233358|5|COMMS|uploaded: apf11.000.20240202T155300.suna_log.txt.gz, 209 bytes in 9 secs
20240509T233414|5|COMMS|uploaded: apf11.000.20240202T155300.vitals_log.bin.gz, 514 bytes in 12 secs
20240509T233444|5|COMMS|uploaded: apf11.000.20240131T200924.system_log.txt.gz, 3304 bytes in 26 secs
20240509T233458|5|COMMS|uploaded: apf11.000.20240131T200924.suna_log.txt.gz, 211 bytes in 10 secs
20240509T233512|5|COMMS|uploaded: apf11.000.20240131T200924.vitals_log.bin.gz, 378 bytes in 11 secs
20240509T233516|4|COMMS|logout unsuccessful, connection lost
20240509T233528|5|RMC|Set Clock: 05/09/2024 23:35:28
20240509T233528|5|GPS|GPS TimeToFix: 2 secs
20240509T233528|5|GPS|GPS Skew: 0 secs
20240509T233528|5|GPS|GPS Fix: 05/09/2024 23:35:28,17.96571,68.03447,10
20240509T233529|5|GPS|time and location set
20240509T233529|5|PRELUDE|awake|count: 4, time: 3012, energy: 202.187500
20240509T233529|5|PRELUDE|sleep|count: 3, time: 5492, energy: 0.114417
20240509T233529|5|mission_state|PRELUDE -> PARKDESCENT
20240509T233531|5|PARKDESCENT|Starting Mission No.: 1
20240509T233531|5|mission_cfg|ActivateRecoveryMode off
20240509T233531|5|mission_cfg|AscentRate 0.08
20240509T233531|5|mission_cfg|AscentStartTimes -1 -1 -1 -1
20240509T233531|5|mission_cfg|AscentTimeout 521
20240509T233531|5|mission_cfg|AscentTimerInterval 300
20240509T233531|5|mission_cfg|BuoyancyNudge 100
