Message,20240510T123712,Firmware: 07/21/23 18:56:40 2.17.4 STD IRID Final
Message,20240510T123712,Username: f10469
GPS,20240510T123712,17.969357,68.029854,10
GPS,20240510T124244,17.969135,68.030304,10
CTD_P,20240510T124246,-0.21
FLBB_CFG,20240510T124248,695,700
Message,20240510T124248,Park Descent Mission
CTD_P,20240510T124251,-0.19
CTD_P,20240510T124405,0.08
CTD_P,20240510T124507,0.08
CTD_P,20240510T124609,0.11
CTD_P,20240510T124712,0.24
CTD_P,20240510T124814,2.98
CTD_P,20240510T124916,8.72
CTD_P,20240510T125018,16.78
CTD_P,20240510T125121,26.31
CTD_P,20240510T125223,36.68
CTD_P,20240510T125325,47.28
CTD_P,20240510T125428,58.62
CTD_P,20240510T125530,70.24
CTD_P,20240510T125547,73.59
CTD_P,20240510T125548,73.84
CTD_P,20240510T125650,85.71
CTD_P,20240510T135653,554.79
CTD_P,20240510T145412,844.90
CTD_P,20240510T152518,968.03
CTD_P,20240510T153356,992.73
CTD_P,20240510T153714,1002.75
Message,20240510T153717,Park Mission
CTD_P,20240510T153720,1003.02
CTD_PTSH,20240510T153742,1004.10,8.8590,35.3750,-1.042770
CTD_P,20240510T153743,1004.19
CTD_P,20240510T163716,1125.32
CTD_PTSH,20240510T163739,1125.80,7.9338,35.2770,-1.043839
CTD_P,20240510T163740,1125.77
CTD_P,20240510T173741,1167.33
CTD_PTSH,20240510T173804,1167.30,7.6194,35.2470,-1.043934
CTD_P,20240510T173805,1167.27
CTD_P,20240510T183806,1182.44
CTD_PTSH,20240510T183829,1182.50,7.5704,35.2390,-1.044089
CTD_P,20240510T183830,1182.57
CTD_P,20240510T193832,1175.44
CTD_PTSH,20240510T193855,1175.40,7.6944,35.2490,-1.043046
CTD_P,20240510T193856,1175.41
CTD_P,20240510T203857,1172.86
CTD_PTSH,20240510T203920,1172.70,7.7155,35.2540,-1.042555
CTD_P,20240510T203921,1172.66
CTD_P,20240510T213922,1170.70
CTD_PTSH,20240510T213945,1170.60,7.6020,35.2500,-1.042203
CTD_P,20240510T213946,1170.62
CTD_P,20240510T223948,1158.04
CTD_PTSH,20240510T224011,1158.10,7.5867,35.2430,-1.042089
CTD_P,20240510T224012,1158.07
CTD_P,20240510T234013,1160.62
CTD_PTSH,20240510T234036,1160.70,7.5787,35.2390,-1.041916
CTD_P,20240510T234037,1160.68
CTD_P,20240511T004038,1160.66
CTD_PTSH,20240511T004101,1160.70,7.5851,35.2410,-1.041913
CTD_P,20240511T004102,1160.63
CTD_P,20240511T014104,1145.60
CTD_PTSH,20240511T014127,1145.60,7.6873,35.2510,-1.041841
CTD_P,20240511T014128,1145.57
CTD_P,20240511T024129,1147.96
CTD_PTSH,20240511T024152,1148.00,7.6777,35.2510,-1.041715
CTD_P,20240511T024153,1147.96
CTD_P,20240511T034154,1148.32
CTD_PTSH,20240511T034217,1148.40,7.6600,35.2470,-1.041711
CTD_P,20240511T034218,1148.34
CTD_P,20240511T044220,1134.80
CTD_PTSH,20240511T044243,1134.80,7.7858,35.2590,-1.041562
CTD_P,20240511T044244,1134.76
CTD_P,20240511T054245,1137.41
CTD_PTSH,20240511T054308,1137.20,7.8156,35.2620,-1.041555
CTD_P,20240511T054309,1137.24
CTD_P,20240511T064310,1139.55
CTD_PTSH,20240511T064333,1139.60,7.8834,35.2690,-1.041439
CTD_P,20240511T064334,1139.56
CTD_P,20240511T074336,1117.63
CTD_PTSH,20240511T074359,1117.70,7.9343,35.2780,-1.041333
CTD_P,20240511T074400,1117.73
CTD_P,20240511T084401,1116.30
CTD_PTSH,20240511T084424,1116.30,7.9245,35.2750,-1.041319
CTD_P,20240511T084425,1116.27
CTD_P,20240511T094426,1122.97
CTD_PTSH,20240511T094449,1122.90,7.9817,35.2810,-1.041348
CTD_P,20240511T094450,1122.89
CTD_P,20240511T104452,1102.98
CTD_PTSH,20240511T104515,1102.90,8.0628,35.2870,-1.041214
