column_1	column_2	column_3	column_4	column_5	column_6	column_7	column_8	column_9	"SBE presssure sensor coeffs"	column_11	column_12	column_13	column_14	column_15	column_16	column_17	column_18	column_19	column_20	column_21	"SBE temperature sensor coeffs"	column_23	column_24	column_25	"SBE conductivity sensor coeffs"	column_27	column_28	column_29	column_30	column_31	column_32	column_1_2
11111	2902274	11396	0	0	0	0	0	0	7.365398e-001	3.949257e-004	-2.819123e-013	-8.412221e+003	1.622503e+002	-3.518956e+000	3.121665e+005	2.475323e+001	-5.458448e-001	3.452577e+002	-6.405906e-005	-1.482981e-012	-8.206567e-004	2.850403e-004	-3.195398e-006	1.393791e-007	-9.928209e-001	1.513674e-001	-3.028285e-004	4.754354e-005	-9.5700e-008	3.2500e-006	-2.2739e-007	1.00E+05
11111	2902275	11402	0	0	0	0	0	0	3.630195e-001	3.954937e-004	-2.978717e-013	7.833040e+002	-3.156144e+001	3.354148e+000	3.090024e+005	3.262065e+001	-8.246075e-001	3.536232e+002	-6.682389e-005	-1.217766e-012	-8.443642e-004	2.922921e-004	-3.623799e-006	1.493770e-007	-9.980971e-001	1.515325e-001	-3.426408e-004	4.933188e-005	-9.5700e-008	3.2500e-006	-1.6204e-007	1.00E+05
column_1	column_2	column_3	column_4	column_5	column_6	column_7	column_8	column_9	"SBE presssure sensor coeffs"	column_11	column_12	column_13	column_14	column_15	column_16	column_17	column_18	column_19	column_20	column_21	"SBE temperature sensor coeffs"	column_23	column_24	column_25	"SBE conductivity sensor coeffs"	column_27	column_28	column_29	column_30	column_31	column_32	column_1_2
11111	2902298	11371	0	0	0	0	0	0	-2.220408e-002	3.916612e-004	-2.454857e-013	-1.467911e+003	-2.540177e+001	1.035123e+000	3.116035e+005	1.865560e+001	-2.855332e-001	2.899611e+002	-5.980731e-005	-1.129687e-012	-9.134505e-004	3.027494e-004	-4.280167e-006	1.629227e-007	-1.006770e+000	1.395797e-001	-2.907680e-004	3.948084e-005	-9.5700e-008	3.2500e-006	1.2388e-007	1.00E+05
column_1	column_2	column_3	column_4	column_5	column_6	column_7	column_8	column_9	"SBE presssure sensor coeffs"	column_11	column_12	column_13	column_14	column_15	column_16	column_17	column_18	column_19	column_20	column_21	"SBE temperature sensor coeffs"	column_23	column_24	column_25	"SBE conductivity sensor coeffs"	column_27	column_28	column_29	column_30	column_31	column_32	column_1_2
11111	2902296	11400	0	0	0	0	0	0	9.947541e-001	3.937400e-004	-2.708902e-013	-3.383906e+003	1.851510e+002	-3.152940e+000	3.105156e+005	3.648730e+001	-8.435263e-001	3.336608e+002	-6.510302e-005	-1.099902e-012	-9.009189e-004	3.026169e-004	-4.263800e-006	1.643121e-007	-1.011862e+000	1.555831e-001	-4.376112e-004	5.702046e-005	-9.5700e-008	3.2500e-006	-1.9557e-007	
