Message,20250418T224830,Firmware: 12/04/18 17:42:38 2.12.2.1 STD Final
Message,20250418T224830,Username: f8673
Message,20250418T224830,Float ID: 029-0319
VITALS_CORE,20250418T224830,6.460,1329,14.542,3309,9.946,2.298,6.733,2645,93236.672,31.408,-402
