20241114T061858|0|Firmware|07/21/23 18:56:40 2.17.4 STD IRID Final
20241114T061858|0|Username|f10469
20241114T061858|5|LOG|archived: f10469.020.20241114T061856.science_log.bin.gz
20241114T061858|5|LOG|archived: f10469.020.20241114T061858.vitals_log.bin.gz
20241114T061859|5|LOG|archived: f10469.020.20241114T061858.suna_log.txt.gz
20241114T061900|5|LOG|archived: f10469.020.20241114T061858.system_log.txt.gz
20241114T061910|5|RMC|Set Clock: 11/14/2024 06:19:10
20241114T061910|5|GPS|GPS TimeToFix: 1 secs
20241114T061910|5|GPS|GPS Skew: 0 secs
20241114T061910|5|GPS|GPS Fix: 11/14/2024 06:19:10,19.82598,66.66611,10
20241114T061911|5|GPS|time and location set
20241114T061939|5|COMMS|CSQ=5
20241114T062038|5|get_upload_file_entries|There are 4 file(s) to be uploaded
20241114T062303|5|COMMS|uploaded: f10469.020.20241114T061856.science_log.bin.gz, 27611 bytes in 139 secs
20241114T062434|5|COMMS|uploaded: f10469.020.20241114T061858.system_log.txt.gz, 6984 bytes in 85 secs
20241114T062453|5|COMMS|uploaded: f10469.020.20241114T061858.vitals_log.bin.gz, 388 bytes in 16 secs
20241114T062546|5|COMMS|uploaded: f10469.020.20241114T061858.suna_log.txt.gz, 7663 bytes in 50 secs
20241114T062550|4|COMMS|logout unsuccessful, connection lost
20241114T062616|5|RMC|Set Clock: 11/14/2024 06:26:16
20241114T062616|5|GPS|GPS TimeToFix: 15 secs
20241114T062616|5|GPS|GPS Skew: 1 secs
20241114T062616|5|GPS|GPS Fix: 11/14/2024 06:26:16,19.82626,66.66592,9
20241114T062617|5|GPS|time and location set
20241114T062618|5|SURFACE|awake|count: 1, time: 1377, energy: 49.375000
20241114T062618|5|SURFACE|sleep|count: 0, time: 0, energy: 0.000000
20241114T062618|5|mission_state|SURFACE -> PARKDESCENT
20241114T062620|5|PARKDESCENT|Starting Mission No.: 21
20241114T062620|5|mission_cfg|ActivateRecoveryMode off
20241114T062620|5|mission_cfg|AscentRate 0.08
20241114T062620|5|mission_cfg|AscentStartTimes -1 -1 -1 -1
20241114T062620|5|mission_cfg|AscentTimeout 521
20241114T062620|5|mission_cfg|AscentTimerInterval 300
20241114T062620|5|mission_cfg|BuoyancyNudge 100
20241114T062620|5|mission_cfg|DeepDescentCount 566
20241114T062620|5|mission_cfg|DeepDescentPressure 2000.00
20241114T062620|5|mission_cfg|DeepDescentTimeout 334
20241114T062620|5|mission_cfg|DeepDescentTimerInterval 300
20241114T062620|5|mission_cfg|DeepProfileFirst on
20241114T062620|5|mission_cfg|DownTime 13953
20241114T062620|5|mission_cfg|EmergencyTimerInterval 3600
20241114T062620|5|mission_cfg|HyperRetractCount 0
20241114T062620|5|mission_cfg|HyperRetractPressure 850.00
20241114T062620|5|mission_cfg|IceMonths 0000
20241114T062620|5|mission_cfg|IdleTimerInterval 3600
20241114T062620|5|mission_cfg|InitialBuoyancyNudge 300
20241114T062620|5|mission_cfg|LeakDetect on
20241114T062620|5|mission_cfg|LogVerbosity 5
20241114T062620|5|mission_cfg|MActivationCount 262
20241114T062620|5|mission_cfg|MActivationPressure 25.00
20241114T062620|5|mission_cfg|MinBuoyancyCount 147
20241114T062620|5|mission_cfg|MinVacuum 9.00
20241114T062620|5|mission_cfg|ParkBuoyancyNudge 10
20241114T062620|5|mission_cfg|ParkDeadBand 25.00
20241114T062620|5|mission_cfg|ParkDescentCount 1286
20241114T062620|5|mission_cfg|ParkDescentTimeout 334
20241114T062620|5|mission_cfg|ParkDescentTimerInterval 3600
20241114T062620|5|mission_cfg|ParkPressure 1000.00
20241114T062620|5|mission_cfg|ParkTimerInterval 3600
20241114T062620|5|mission_cfg|PnPCycleLen 1
20241114T062620|5|mission_cfg|PreludeSelfTest on
20241114T062620|5|mission_cfg|PreludeTime 120
20241114T062620|5|mission_cfg|SurfacePressure 4.00
20241114T062620|5|mission_cfg|TelemetryDays 0 0
20241114T062620|5|mission_cfg|TelemetryInterval 900
20241114T062620|5|mission_cfg|TelemetryTimeout 120
20241114T062620|5|mission_cfg|UpTime 641
20241114T062620|5|mission_cfg|VitalsMask 0007
20241114T062620|5|mission_cfg|Checksum DD7D
20241114T062620|5|sample_cfg|<PARK>
20241114T062620|5|sample_cfg|SAMPLE PTSH 2000 4 0 DBAR 1
20241114T062620|5|sample_cfg|<ASCENT>
20241114T062620|5|sample_cfg|SAMPLE NO3 2000 1000 100 DBAR 1
20241114T062620|5|sample_cfg|SAMPLE NO3 1000 100 50 DBAR 1
20241114T062620|5|sample_cfg|SAMPLE NO3 100 50 10 DBAR 1
