20240619T004224|0|Firmware|07/21/23 18:56:40 2.17.4 STD IRID Final
20240619T004224|0|Username|f10469
20240619T004224|5|LOG|archived: f10469.005.20240619T004222.science_log.bin.gz
20240619T004224|5|LOG|archived: f10469.005.20240619T004224.vitals_log.bin.gz
20240619T004224|5|LOG|archived: f10469.005.20240619T004224.suna_log.txt.gz
20240619T004226|5|LOG|archived: f10469.005.20240619T004224.system_log.txt.gz
20240619T004247|5|RMC|Set Clock: 06/19/2024 00:42:47
20240619T004247|5|GPS|GPS TimeToFix: 12 secs
20240619T004247|5|GPS|GPS Skew: 2 secs
20240619T004247|5|GPS|GPS Fix: 06/19/2024 00:42:47,17.80237,67.70430,9
20240619T004248|5|GPS|time and location set
20240619T004322|5|COMMS|CSQ=3
20240619T004402|5|get_upload_file_entries|There are 4 file(s) to be uploaded
20240619T004724|5|COMMS|uploaded: f10469.005.20240619T004222.science_log.bin.gz, 28460 bytes in 198 secs
20240619T004940|5|COMMS|uploaded: f10469.005.20240619T004224.system_log.txt.gz, 11938 bytes in 127 secs
20240619T005017|5|COMMS|uploaded: f10469.005.20240619T004224.suna_log.txt.gz, 356 bytes in 33 secs
20240619T005040|5|COMMS|uploaded: f10469.005.20240619T004224.vitals_log.bin.gz, 385 bytes in 17 secs
20240619T005044|4|COMMS|logout unsuccessful, connection lost
20240619T005116|5|RMC|Set Clock: 06/19/2024 00:51:16
20240619T005116|5|GPS|GPS TimeToFix: 22 secs
20240619T005116|5|GPS|GPS Skew: 0 secs
20240619T005116|5|GPS|GPS Fix: 06/19/2024 00:51:16,17.80186,67.70585,9
20240619T005117|5|GPS|time and location set
20240619T005118|5|SURFACE|awake|count: 1, time: 1467, energy: 55.312500
20240619T005118|5|SURFACE|sleep|count: 0, time: 0, energy: 0.000000
20240619T005118|5|mission_state|SURFACE -> PARKDESCENT
20240619T005120|5|PARKDESCENT|Starting Mission No.: 6
20240619T005120|5|mission_cfg|ActivateRecoveryMode off
20240619T005120|5|mission_cfg|AscentRate 0.08
20240619T005120|5|mission_cfg|AscentStartTimes -1 -1 -1 -1
20240619T005120|5|mission_cfg|AscentTimeout 521
20240619T005120|5|mission_cfg|AscentTimerInterval 300
20240619T005120|5|mission_cfg|BuoyancyNudge 100
20240619T005120|5|mission_cfg|DeepDescentCount 326
20240619T005120|5|mission_cfg|DeepDescentPressure 2000.00
20240619T005120|5|mission_cfg|DeepDescentTimeout 334
20240619T005120|5|mission_cfg|DeepDescentTimerInterval 300
20240619T005120|5|mission_cfg|DeepProfileFirst on
20240619T005120|5|mission_cfg|DownTime 13953
20240619T005120|5|mission_cfg|EmergencyTimerInterval 3600
20240619T005120|5|mission_cfg|HyperRetractCount 0
20240619T005120|5|mission_cfg|HyperRetractPressure 850.00
20240619T005120|5|mission_cfg|IceMonths 0000
20240619T005120|5|mission_cfg|IdleTimerInterval 3600
20240619T005120|5|mission_cfg|InitialBuoyancyNudge 300
20240619T005120|5|mission_cfg|LeakDetect on
20240619T005120|5|mission_cfg|LogVerbosity 5
20240619T005120|5|mission_cfg|MActivationCount 262
20240619T005120|5|mission_cfg|MActivationPressure 25.00
20240619T005120|5|mission_cfg|MinBuoyancyCount 147
20240619T005120|5|mission_cfg|MinVacuum 9.00
20240619T005120|5|mission_cfg|ParkBuoyancyNudge 10
20240619T005120|5|mission_cfg|ParkDeadBand 25.00
20240619T005120|5|mission_cfg|ParkDescentCount 1248
20240619T005120|5|mission_cfg|ParkDescentTimeout 334
20240619T005120|5|mission_cfg|ParkDescentTimerInterval 3600
20240619T005120|5|mission_cfg|ParkPressure 1000.00
20240619T005120|5|mission_cfg|ParkTimerInterval 3600
20240619T005120|5|mission_cfg|PnPCycleLen 1
20240619T005120|5|mission_cfg|PreludeSelfTest on
20240619T005120|5|mission_cfg|PreludeTime 120
20240619T005120|5|mission_cfg|SurfacePressure 4.00
20240619T005120|5|mission_cfg|TelemetryDays 0 0
20240619T005120|5|mission_cfg|TelemetryInterval 900
20240619T005120|5|mission_cfg|TelemetryTimeout 120
20240619T005120|5|mission_cfg|UpTime 641
20240619T005120|5|mission_cfg|VitalsMask 0007
20240619T005120|5|mission_cfg|Checksum 7575
20240619T005120|5|sample_cfg|<PARK>
20240619T005120|5|sample_cfg|SAMPLE PTSH 2000 4 0 DBAR 1
20240619T005120|5|sample_cfg|<ASCENT>
20240619T005120|5|sample_cfg|SAMPLE PTS 2000 1000 100 DBAR 1
20240619T005120|5|sample_cfg|SAMPLE PTS 1000 100 50 DBAR 1
20240619T005120|5|sample_cfg|SAMPLE PTS 100 50 10 DBAR 1
20240619T005120|5|sample_cfg|SAMPLE PTS 50 5 1 DBAR 1
20240619T005120|5|sample_cfg|SAMPLE NO3 2000 1000 100 DBAR 1
20240619T005120|5|sample_cfg|SAMPLE NO3 1000 100 50 DBAR 1
20240619T005120|5|sample_cfg|SAMPLE NO3 100 50 10 DBAR 1
20240619T005120|5|sample_cfg|SAMPLE NO3 50 5 1 DBAR 1
20240619T005120|5|sample_cfg|SAMPLE OPT 2000 1000 100 DBAR 1
20240619T005120|5|sample_cfg|SAMPLE OPT 1000 100 50 DBAR 1
20240619T005120|5|sample_cfg|SAMPLE OPT 100 50 10 DBAR 1
20240619T005120|5|sample_cfg|SAMPLE OPT 50 5 1 DBAR 1
20240619T005120|5|sample_cfg|SAMPLE FLBB 2000 1000 100 DBAR 1
20240619T005120|5|sample_cfg|SAMPLE FLBB 1000 100 50 DBAR 1
20240619T005120|5|sample_cfg|SAMPLE FLBB 100 50 10 DBAR 1
20240619T005120|5|sample_cfg|SAMPLE FLBB 50 5 1 DBAR 1
20240619T005120|5|sample_cfg|PROFILE CTD 2000 4 2 1 HZ #Regime:1
20240619T005120|5|sample_cfg|PROFILE PH 2000 4 2
20240619T005120|5|sample_cfg|<SURFACE>
20240619T005120|5|sample_cfg|MEASURE OPT
20240619T005123|5|PARKDESCENT|surface pressure offset updated from -0.17 to -0.15 dbar
20240619T005135|5|AIR|deflated to 8.29 dbar after 2 attempts
20240619T005135|5|PARKDESCENT|adjusting buoyancy to ParkDescentCount 1248
20240619T005136|5|BuoyEngine|adjusting from 3625 to 1248
20240619T010413|5|BuoyEngine|destination 1247 reached after 12:36
20240619T010514|2|system_cfg|float_id not specified
20240619T020517|2|system_cfg|float_id not specified
20240619T030520|2|system_cfg|float_id not specified
20240619T035926|2|system_cfg|float_id not specified
20240619T043307|2|system_cfg|float_id not specified
20240619T050707|2|system_cfg|float_id not specified
20240619T060710|2|system_cfg|float_id not specified
20240619T060715|4|PARKDESCENT|slow descent rate 1: 0.0023 @ 981.38 dbar
20240619T060813|2|system_cfg|float_id not specified
20240619T060818|4|PARKDESCENT|slow descent rate 2: -0.0027 @ 981.21 dbar
20240619T060916|2|system_cfg|float_id not specified
20240619T060921|4|PARKDESCENT|slow descent rate 3: -0.0027 @ 981.04 dbar
20240619T060923|5|PARKDESCENT|adjusting buoyancy by HitBottomNudge -16
20240619T060925|5|BuoyEngine|adjusting from 1247 to 1232
20240619T060932|5|BuoyEngine|destination 1233 reached after 00:05
20240619T060935|5|mission_cfg|ParkDescentCount 1248 to 1233
20240619T061032|2|system_cfg|float_id not specified
20240619T061037|4|PARKDESCENT|slow descent rate 4: 0.0048 @ 981.29 dbar
20240619T061135|2|system_cfg|float_id not specified
20240619T061140|5|PARKDESCENT|descent rate: 0.0103 @ 981.94 dbar
20240619T061141|5|PARKDESCENT|adjusting buoyancy by ParkBuoyancyNudge -10
20240619T061143|5|BuoyEngine|adjusting from 1233 to 1223
20240619T061148|5|BuoyEngine|destination 1222 reached after 00:03
20240619T061153|5|mission_cfg|ParkDescentCount 1233 to 1223
20240619T061249|2|system_cfg|float_id not specified
20240619T061255|5|PARKDESCENT|adjusting buoyancy by ParkBuoyancyNudge -10
20240619T061257|5|BuoyEngine|adjusting from 1221 to 1212
20240619T061301|5|BuoyEngine|destination 1212 reached after 00:02
20240619T061306|5|mission_cfg|ParkDescentCount 1223 to 1212
20240619T061402|2|system_cfg|float_id not specified
20240619T061408|5|PARKDESCENT|adjusting buoyancy by ParkBuoyancyNudge -10
20240619T061410|5|BuoyEngine|adjusting from 1212 to 1202
20240619T061414|5|BuoyEngine|destination 1202 reached after 00:02
20240619T061419|5|mission_cfg|ParkDescentCount 1212 to 1204
20240619T061515|2|system_cfg|float_id not specified
20240619T061521|5|PARKDESCENT|adjusting buoyancy by ParkBuoyancyNudge -10
