wmo,ptt,imei,platform_maker,platform_type,platform_family,transmission_type,decoder_id,decoder_version,firmware_version,manual_version,frame_length,cycle_length_hours,drift_sampling_period_hours,delay_before_mission_minutes,launch_date_utc,launch_lon,launch_lat,launch_qc,start_date_utc,reference_day,end_decoding_date,dm_flag,argo_user_manual_version,wmo_inst_type,data_centre,pi_name,project_name,float_owner,operating_institution,battery_type,battery_packs,controller_board_primary_type,controller_board_primary_serial,deployment_platform,deployment_cruise_id,deployment_station_id,float_serial_no,sensors,transmission_system,positioning_system,profile_count_offset,config_profile_ref,notes,registry_schema_version,registry_row_updated_utc
2901339,102510,,WRC,APEX,FLOAT,1,1005,61810,61810,,31,240,240.0,-1,2011-12-16T22:30:00Z,65,21,1,2011-12-16T22:30:00Z,2011-12-16,9999-12-31T23:59:59Z,False,3.1,846,IN,M Ravichandran,Argo INDIA,INCOIS,INCOIS,,,,,ORV Sagar Nidhi,,,5496,"[""CTD_PRES"", ""CTD_TEMP"", ""CTD_CNDC""]","[""ARGOS""]","[""ARGOS""]",-1,,"updated for Phase 4 from raw ARGOS/GDAC parity: MATLAB decoder_id=1005 (061810 firmware), frame_length=31",1.0.0,2026-07-26T13:15:00Z
2902222,152389,,WRC,APEX,FLOAT,1,1010,091615,091615,,31,240,240.0,-1,2017-01-20T08:44:00Z,68.1,-53,1,2017-01-20T08:44:00Z,2017-01-20,9999-12-31T23:59:59Z,False,3.1,846,IN,M Ravichandran,Argo INDIA,INCOIS,INCOIS,,,,,S.A. Agulhas,,,7532,"[""CTD_PRES"", ""CTD_TEMP"", ""CTD_CNDC""]","[""ARGOS""]","[""ARGOS""]",0,,"updated for Phase 4 from raw ARGOS/GDAC parity: MATLAB decoder_id=1010, frame_length=31",1.0.0,2026-07-26T13:15:00Z
2902223,152382,,WRC,APEX,FLOAT,1,1010,091615,091615,,31,240,240.0,-1,2017-01-21T01:25:00Z,69,-56,1,2017-01-21T01:25:00Z,2017-01-21,9999-12-31T23:59:59Z,False,3.1,846,IN,M Ravichandran,Argo INDIA,INCOIS,INCOIS,,,,,S.A. Agulhas,,,7525,"[""CTD_PRES"", ""CTD_TEMP"", ""CTD_CNDC""]","[""ARGOS""]","[""ARGOS""]",0,,"updated for Phase 4 from raw ARGOS/GDAC parity: MATLAB decoder_id=1010, frame_length=31",1.0.0,2026-07-26T13:15:00Z
2902201,152399,,WRC,APEX,FLOAT,1,1010,091515,091515,,31,240,240.0,-1,2016-03-06T17:42:00Z,67,16.5,1,2016-03-06T17:42:00Z,2016-03-06,9999-12-31T23:59:59Z,False,3.1,846,IN,M Ravichandran,Argo INDIA,INCOIS,INCOIS,,,,,FRV Sagar Sampada,,,7542,"[""CTD_PRES"", ""CTD_TEMP"", ""CTD_CNDC""]","[""ARGOS""]","[""ARGOS""]",0,,"updated for Phase 4 from raw ARGOS/GDAC parity: MATLAB decoder_id=1010, frame_length=31",1.0.0,2026-07-26T13:15:00Z
